Pos,Game,Console,Publisher,VGChartz Score,Critic Score,User Score,Total Shipped,Release Date,Last Update,Genre 
2252,Civilization,All,Microprose,N/A,N/A,N/A,1.50m,01st Sep 91,31st Oct 20,Strategy
2253,Guitar Hero: Metallica,All,Activision,N/A,N/A,N/A,1.50m,29th Mar 09,01st Nov 20,Music
2254,Prince of Persia: The Two Thrones,All,Ubisoft,N/A,N/A,N/A,1.50m,01st Dec 05,26th Nov 20,Action-Adventure
2255,Rayman Raving Rabbids: TV Party,All,Ubisoft,N/A,N/A,N/A,1.50m,18th Nov 08,26th Nov 20,Party
2256,Persona 5 Strikers,All,Sega,N/A,N/A,N/A,1.50m,23rd Feb 21,07th Dec 20,Action
2257,Myst III: Exile,All,Ubisoft,N/A,N/A,N/A,1.50m,07th May 01,15th Dec 20,Adventure
2258,Legacy of Kain: Soul Reaver,All,Eidos Interactive,N/A,N/A,N/A,1.50m,16th Aug 99,11th Jan 21,Action-Adventure
2259,Prey (2017),All,Bethesda Softworks,N/A,N/A,N/A,1.50m,05th May 17,27th Jan 21,Shooter
2260,Metro Redux,All,Deep Silver,N/A,N/A,N/A,1.50m,26th Aug 14,14th Feb 21,Shooter
2261,Digimon Story: Cyber Sleuth,Series,Bandai Namco Entertainment,N/A,N/A,N/A,1.50m,02nd Feb 16,22nd Feb 21,Role-Playing
2262,Runaway,Series,Tri Synergy,N/A,N/A,N/A,1.50m,20th Aug 03,04th Mar 21,Adventure
2263,Amerzone,All,Ubisoft,N/A,N/A,N/A,1.50m,18th Oct 99,04th Mar 21,Adventure
2264,Dracula: Resurrection,Series,DreamCatcher Interactive,N/A,N/A,N/A,1.50m,01st Jun 00,09th Mar 21,Adventure
2265,Stronghold,All,Take-Two Interactive,N/A,N/A,N/A,1.50m,19th Oct 01,12th Mar 21,Strategy
2266,Heroes of Might and Magic,Series,New World Computing,N/A,N/A,N/A,1.50m,01st Sep 95,14th Mar 21,Strategy
2267,Doom,All,id Software,N/A,N/A,N/A,1.50m,10th Dec 93,19th Mar 21,Shooter
2268,Tales of Vesperia: Definitive Edition,All,Namco Bandai Games,N/A,N/A,N/A,1.50m,11th Jan 19,16th Sep 21,Role-Playing
2269,Tales of Arise,All,Bandai Namco Entertainment,N/A,N/A,N/A,1.50m,10th Sep 21,16th Sep 21,Role-Playing
2270,Rock Band 2    Read the review,PS3,MTV Games,9.3,8.9,N/A,N/A,19th Oct 08,N/A,Misc
2271,Pac-Man World,PS,Namco,N/A,N/A,N/A,N/A,30th Sep 99,N/A,Action
2272,Football Manager 2012    Read the review,PC,Sega,7.6,8.5,N/A,N/A,21st Oct 11,N/A,Sports
2273,Mass Effect: Andromeda,PS4,Electronic Arts,N/A,N/A,N/A,N/A,21st Mar 17,03rd Jul 18,Role-Playing
2274,Mafia II,PS3,2K Games,N/A,7.0,N/A,N/A,24th Aug 10,N/A,Action
2275,Dead Rising 2,X360,Capcom,N/A,8.2,N/A,N/A,28th Sep 10,N/A,Action
2276,Medal of Honor: Frontline,XB,Electronic Arts,N/A,N/A,N/A,N/A,10th Nov 02,N/A,Shooter
2277,Metro: Last Light,PC,Deep Silver,N/A,N/A,N/A,1.49m,14th May 13,17th Jul 18,Shooter
2278,Madden NFL 15,PS3,EA Sports,N/A,N/A,N/A,N/A,26th Aug 14,04th Jan 18,Sports
2279,Madden NFL 09,PS2,EA Sports,N/A,N/A,N/A,N/A,12th Aug 08,N/A,Sports
2280,Resistance 3,PS3,Sony Computer Entertainment,N/A,8.3,N/A,N/A,06th Sep 11,N/A,Shooter
2281,Banjo-Tooie,N64,Nintendo,N/A,9.3,N/A,1.49m,19th Nov 00,N/A,Platform
2282,Romancing SaGa 2,SNES,Square,N/A,N/A,N/A,1.49m,10th Dec 93,N/A,Role-Playing
2283,Pokémon Mystery Dungeon: Explorers of Sky,DS,Nintendo,N/A,5.7,N/A,1.49m,12th Oct 09,N/A,Role-Playing
2284,Buzz! The BIG Quiz,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,17th Mar 06,N/A,Misc
2285,State of Decay,PC,Microsoft Studios,N/A,N/A,N/A,1.49m,05th Nov 13,02nd Oct 18,Action-Adventure
2286,Tom Clancy's Ghost Recon: Future Soldier,X360,Ubisoft,N/A,N/A,N/A,N/A,22nd May 12,N/A,Shooter
2287,LEGO Star Wars III: The Clone Wars,X360,LucasArts,N/A,7.9,N/A,N/A,22nd Mar 11,N/A,Action
2288,Bratz: Forever Diamondz,DS,THQ,N/A,N/A,N/A,N/A,18th Sep 06,N/A,Adventure
2289,Drawn To Life: SpongeBob SquarePants Edition,DS,THQ,N/A,N/A,N/A,N/A,15th Sep 08,N/A,Adventure
2290,Sonic's Ultimate Genesis Collection,X360,Sega,N/A,8.1,N/A,N/A,10th Feb 09,N/A,Misc
2291,LEGO Battles: Ninjago,DS,Warner Bros. Interactive,N/A,5.0,N/A,N/A,12th Apr 11,N/A,Strategy
2292,WWF WrestleMania 2000,N64,THQ,N/A,N/A,N/A,N/A,31st Oct 99,N/A,Fighting
2293,Final Fight,SNES,Capcom,N/A,10.0,N/A,1.48m,10th Nov 91,N/A,Action
2294,Nintendo World Cup,NES,Nintendo,N/A,N/A,N/A,1.48m,01st Dec 90,N/A,Sports
2295,Wario Land II,GB,Nintendo,N/A,N/A,N/A,1.48m,02nd Mar 98,N/A,Platform
2296,Tamagotchi Connection: Corner Shop,DS,Bandai,N/A,N/A,N/A,1.48m,31st Jan 06,N/A,Simulation
2297,SoulCalibur IV,PS3,Namco Bandai,N/A,8.4,N/A,1.48m,29th Jul 08,N/A,Fighting
2298,Professor Layton and the Mask of Miracle,3DS,Nintendo,N/A,8.4,N/A,1.48m,28th Oct 12,05th Jan 18,Puzzle
2299,The Incredible Hulk,All,Sega,N/A,N/A,N/A,1.48m,05th Jun 08,13th Nov 20,Action
2300,Rogue Legacy,PC,Cellar Door Games,N/A,N/A,N/A,1.48m,27th Jun 13,N/A,Misc
2301,Disney Sing It: Pop Hits,Wii,Disney Interactive Studios,N/A,6.8,N/A,N/A,06th Oct 09,N/A,Misc
2302,007: Quantum of Solace,X360,Activision,N/A,6.6,N/A,N/A,04th Nov 08,N/A,Shooter
2303,Major League Baseball 2K5,PS2,2K Sports,N/A,N/A,N/A,N/A,28th Feb 05,N/A,Sports
2304,Fight Night 2004,PS2,EA Sports,N/A,N/A,N/A,N/A,05th Apr 04,N/A,Fighting
2305,Assassin's Creed III: Liberation,PSV,Ubisoft,N/A,N/A,N/A,N/A,30th Oct 12,12th Sep 18,Adventure
2306,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Ubisoft,N/A,9.2,9.0,N/A,23rd Mar 04,N/A,Action
2307,Imagine: Master Chef,DS,Ubisoft,N/A,N/A,N/A,N/A,23rd Oct 07,N/A,Simulation
2308,Super Scribblenauts,DS,Warner Bros. Interactive,N/A,7.9,N/A,N/A,12th Oct 10,N/A,Puzzle
2309,Kirby & the Amazing Mirror,GBA,Nintendo,N/A,7.9,N/A,1.47m,18th Oct 04,N/A,Platform
2310,Mario Golf,N64,Nintendo,N/A,9.0,N/A,1.47m,30th Jun 99,N/A,Sports
2311,Disney Princess,GBA,THQ,N/A,N/A,N/A,N/A,04th Apr 03,N/A,Platform
2312,Minecraft,WiiU,Mojang,N/A,5.5,N/A,N/A,17th Jun 16,05th Aug 18,Misc
2313,Dying Light,XOne,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,06th Feb 16,04th May 18,Action
2314,Fight Night Round 3,X360,EA Sports,N/A,8.6,N/A,N/A,20th Feb 06,N/A,Fighting
2315,Ryse: Son of Rome,XOne,Microsoft Studios,N/A,N/A,N/A,N/A,22nd Nov 13,24th Mar 18,Action
2316,The SpongeBob SquarePants Movie,GBA,THQ,N/A,N/A,N/A,N/A,27th Oct 04,N/A,Action
2317,Grim Dawn,PC,Crate Entertainment,N/A,8.4,N/A,1.46m,25th Feb 16,N/A,Role-Playing
2318,Forza Horizon 2,XOne,Microsoft Studios,N/A,N/A,N/A,N/A,30th Sep 14,24th Mar 18,Racing
2319,Midway Arcade Treasures,PS2,Midway Games,N/A,N/A,N/A,N/A,18th Nov 03,N/A,Misc
2320,Triple Play 99,PS,EA Sports,N/A,N/A,N/A,N/A,28th Feb 98,02nd Jan 18,Sports
2321,Super Monkey Ball,GC,Sega,N/A,9.0,N/A,N/A,17th Nov 01,N/A,Puzzle
2322,Wall-E,DS,THQ,N/A,N/A,N/A,N/A,24th Jun 08,N/A,Platform
2323,Donkey Kong,2600,Coleco,N/A,N/A,N/A,N/A,01st Jan 82,N/A,Platform
2324,Mortal Kombat 4,PS,Midway Games,N/A,N/A,N/A,N/A,24th Jun 98,N/A,Fighting
2325,The Sims 3,Wii,Electronic Arts,N/A,N/A,N/A,N/A,15th Nov 10,N/A,Simulation
2326,WCW vs the World,PS,THQ,N/A,N/A,N/A,N/A,28th Feb 98,N/A,Fighting
2327,Mass Effect 3,PS3,Electronic Arts,N/A,N/A,N/A,N/A,06th Mar 12,N/A,Role-Playing
2328,Battlefield: Bad Company,X360,Electronic Arts,N/A,8.6,N/A,N/A,23rd Jun 08,N/A,Shooter
2329,Mass Effect 2,PS3,Electronic Arts,N/A,9.3,N/A,N/A,18th Jan 11,N/A,Role-Playing
2330,Homefront,X360,THQ,N/A,6.7,N/A,N/A,15th Mar 11,N/A,Shooter
2331,Dark Souls II: Scholar of the First Sin,PC,Unknown,N/A,N/A,N/A,1.45m,N/A,03rd Feb 19,Role-Playing
2332,Red Dead Revolver,PS2,Rockstar Games,N/A,N/A,N/A,N/A,03rd May 04,N/A,Shooter
2333,Namco Museum 64,N64,Namco,N/A,N/A,N/A,N/A,31st Oct 99,N/A,Misc
2334,Tamagotchi,GB,Bandai,N/A,N/A,N/A,N/A,26th Jun 97,N/A,Simulation
2335,Game de Hakken!! Tamagotchi 2,GB,Bandai,N/A,N/A,N/A,N/A,17th Oct 97,N/A,Simulation
2336,Resident Evil Outbreak,PS2,Capcom,N/A,7.1,N/A,1.45m,31st Mar 04,N/A,Action
2337,4 Nin uchi Mahjong,NES,Nintendo,N/A,N/A,N/A,1.45m,02nd Nov 84,N/A,Misc
2338,Dragon Ball Z,SNES,Bandai,N/A,N/A,N/A,N/A,01st Jan 99,N/A,Fighting
2339,Final Fantasy XIV Online,PC,Square Enix,N/A,5.3,N/A,1.45m,22nd Sep 10,22nd Apr 18,MMO
2340,Tekken Tag Tournament 2,PS3,Namco Bandai Games,N/A,N/A,N/A,1.45m,11th Sep 12,16th Mar 18,Fighting
2341,One Piece Pirate Warriors,PS3,Namco Bandai Games,N/A,N/A,N/A,1.45m,25th Sep 12,12th Jan 18,Action
2342,Doom (2016),XOne,Bethesda Softworks,N/A,N/A,N/A,N/A,13th May 16,N/A,Shooter
2343,Sonic & SEGA All-Stars Racing    Read the review,Wii,Sega,8.0,7.9,N/A,N/A,23rd Feb 10,N/A,Racing
2344,Sega Genesis Collection,PSP,Sega,N/A,8.3,N/A,N/A,16th Nov 06,N/A,Misc
2345,Tony Hawk's American Wasteland (Weekly american sales),PS2,Activision,N/A,N/A,N/A,N/A,18th Oct 05,N/A,Sports
2346,The House of the Dead 2 & 3 Return,Wii,Sega,N/A,6.5,7.0,N/A,11th Mar 08,N/A,Shooter
2347,Assassin's Creed Syndicate,XOne,Ubisoft,N/A,N/A,N/A,N/A,23rd Oct 15,14th Jan 18,Action
2348,BioShock    Read the review,PS3,2K Games,9.3,9.3,9.6,N/A,21st Oct 08,N/A,Shooter
2349,SingStar Pop,PS2,Sony Computer Entertainment,N/A,N/A,N/A,N/A,03rd Apr 07,N/A,Misc
2350,Kirby Super Star,SNES,Nintendo,N/A,N/A,N/A,1.44m,20th Sep 96,20th Apr 18,Platform
2351,Captain Toad: Treasure Tracker,NS,Nintendo,N/A,8.1,N/A,1.44m,13th Jul 18,18th Nov 18,Puzzle
2352,Attack on Titan,Series,Spike Chunsoft,N/A,N/A,N/A,1.44m,05th Dec 13,24th Mar 20,Action
2353,My Word Coach,DS,Ubisoft,N/A,N/A,N/A,N/A,06th Nov 07,N/A,Misc
2354,Star Wars: The Force Unleashed II,X360,LucasArts,N/A,6.3,N/A,N/A,26th Oct 10,N/A,Action
2355,Sonic Rivals,PSP,Sega,N/A,7.0,N/A,N/A,16th Nov 06,N/A,Racing
2356,Tiger Woods PGA Tour 2005,PS2,EA Sports,N/A,N/A,N/A,N/A,20th Sep 04,N/A,Sports
2357,Disney Princess: Magical Jewels,DS,Disney Interactive Studios,N/A,N/A,N/A,N/A,16th Oct 07,N/A,Adventure
2358,NCAA Football 2003,PS2,EA Sports,N/A,N/A,N/A,N/A,20th Jul 02,N/A,Sports
2359,Frogger 2: Swampy's Revenge,PS,Hasbro Interactive,N/A,N/A,N/A,N/A,10th Oct 00,N/A,Action
2360,WWE SmackDown vs Raw 2008,X360,THQ,N/A,7.3,N/A,N/A,13th Nov 07,N/A,Fighting
2361,Smarty Pants,Wii,Electronic Arts,N/A,6.5,N/A,N/A,13th Nov 07,N/A,Misc
2362,Dead Space 2,PS3,Electronic Arts,N/A,9.0,N/A,N/A,25th Jan 11,N/A,Shooter
2363,Kinect Joy Ride,X360,Microsoft Game Studios,N/A,5.6,N/A,N/A,04th Nov 10,N/A,Racing
2364,Tales of Phantasia,All,Namco,N/A,N/A,N/A,1.43m,15th Dec 95,11th Nov 20,Role-Playing
2365,The Legend of Zelda: Twilight Princess,GC,Nintendo,N/A,9.5,N/A,1.43m,11th Dec 06,N/A,Adventure
2366,Disney's DuckTales,GB,Capcom,N/A,N/A,N/A,1.43m,01st Nov 90,N/A,Platform
2367,Style Savvy: Trendsetters,3DS,Nintendo,N/A,N/A,N/A,1.43m,22nd Oct 12,07th Jan 18,Simulation
2368,Classic NES Series: Super Mario Bros.,GBA,Nintendo,N/A,N/A,N/A,N/A,02nd Jun 04,N/A,Platform
2369,Triple Play 2000,PS,EA Sports,N/A,N/A,N/A,N/A,28th Feb 99,N/A,Sports
2370,South Park: The Fractured But Whole,PS4,Ubisoft,N/A,N/A,N/A,N/A,17th Oct 17,06th Apr 18,Role-Playing
2371,Hasbro Family Game Night,Wii,Electronic Arts,N/A,N/A,N/A,N/A,11th Nov 08,N/A,Misc
2372,SoulCalibur III,PS2,Namco,N/A,8.5,N/A,1.43m,25th Oct 05,N/A,Fighting
2373,Cabela's Big Game Hunter,PS2,Activision,N/A,N/A,N/A,N/A,26th Nov 02,N/A,Sports
2374,NBA Live 06 (Weekly american sales),PS2,EA Sports,N/A,N/A,N/A,N/A,26th Sep 05,N/A,Sports
2375,Middle-Earth: Shadow of Mordor,XOne,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,30th Sep 14,04th May 18,Action
2376,NFL Street,PS2,EA Sports BIG,N/A,N/A,N/A,N/A,13th Jan 04,N/A,Sports
2377,Pokémon XD: Gale of Darkness,GC,Nintendo,N/A,6.9,N/A,1.42m,28th Sep 05,N/A,Role-Playing
2378,Sonic Heroes,GC,Sega,N/A,7.2,N/A,1.42m,05th Jan 04,N/A,Platform
2379,Super Metroid,SNES,Nintendo,N/A,8.0,N/A,1.42m,18th Apr 94,N/A,Adventure
2380,R.B.I. Baseball 2,NES,Tengen,N/A,N/A,N/A,N/A,01st Jan 90,N/A,Sports
2381,LEGO Batman 2: DC Super Heroes,Wii,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,26th Jun 12,15th Mar 18,Action-Adventure
2382,Tiger Woods PGA Tour 09 All-Play,Wii,EA Sports,N/A,N/A,N/A,N/A,26th Aug 08,N/A,Sports
2383,Medal of Honor: Warfighter,PS3,Electronic Arts,N/A,N/A,N/A,N/A,23rd Oct 12,13th Jan 18,Shooter
2384,UFC Undisputed 2010,PS3,THQ,N/A,8.4,N/A,N/A,25th May 10,N/A,Fighting
2385,Rayman Raving Rabbids,Wii,Ubisoft,N/A,7.5,N/A,N/A,14th Nov 06,N/A,Misc
2386,Injustice: Gods Among Us,X360,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,N/A,16th Apr 13,22nd Apr 18,Fighting
2387,Yu-Gi-Oh! The Duelists of the Roses,PS2,Konami,N/A,7.0,N/A,N/A,16th Feb 03,N/A,Action
2388,LEGO Star Wars: The Video Game,GC,Eidos Interactive,N/A,7.9,N/A,N/A,25th Oct 05,N/A,Action
2389,Hello Kitty Party,DS,Majesco,N/A,N/A,N/A,N/A,23rd Nov 09,N/A,Misc
2390,LEGO Star Wars II: The Original Trilogy,PSP,LucasArts,N/A,8.4,N/A,N/A,12th Sep 06,N/A,Action
2391,The Lion King,GEN,Virgin Interactive,N/A,N/A,N/A,N/A,08th Dec 94,N/A,Action
2392,Metroid Prime 3: Corruption,Wii,Nintendo,N/A,9.0,9.4,1.41m,27th Aug 07,N/A,Shooter
2393,Style Savvy: Fashion Forward,3DS,Nintendo,N/A,6.5,N/A,1.41m,19th Aug 16,07th Jan 18,Simulation
2394,Tomb Raider Chronicles,All,Eidos Interactive,N/A,N/A,N/A,1.41m,21st Nov 00,26th Oct 20,Action-Adventure
2395,LEGO Indiana Jones 2: The Adventure Continues,Wii,LucasArts,N/A,7.5,N/A,N/A,17th Nov 09,N/A,Adventure
2396,Knockout Kings 2000,PS,EA Sports,N/A,N/A,N/A,N/A,31st Oct 99,N/A,Fighting
2397,Twisted Metal: Black,PS2,Sony Computer Entertainment,N/A,8.9,N/A,N/A,18th Jun 01,N/A,Racing
2398,NASCAR 2005: Chase for the Cup,PS2,EA Sports,N/A,N/A,N/A,N/A,31st Aug 04,N/A,Racing
2399,Fight Night Round 4,X360,EA Sports,N/A,8.7,N/A,N/A,23rd Jun 09,N/A,Fighting
2400,Spider-Man: The Movie,XB,Activision,N/A,7.7,N/A,N/A,15th Apr 02,N/A,Action
2401,Dead Space    Read the review,X360,Electronic Arts,8.4,8.9,N/A,N/A,13th Oct 08,N/A,Shooter
2402,Need for Speed: Undercover,PS2,Electronic Arts,N/A,N/A,N/A,N/A,17th Nov 08,N/A,Racing
2403,2Xtreme,PS,Sony Computer Entertainment,N/A,8.3,N/A,N/A,31st Oct 96,N/A,Sports
2404,Anno 2070,PC,Ubisoft,N/A,8.7,N/A,N/A,17th Nov 11,N/A,Strategy
2405,Sonic Advance 3,GBA,THQ,N/A,N/A,N/A,N/A,07th Jun 04,N/A,Platform
2406,Star Ocean: Till The End of Time,PS2,Square Enix,N/A,7.8,N/A,1.40m,31st Aug 04,N/A,Role-Playing
2407,Final Fantasy III,NES,Square,N/A,N/A,N/A,1.40m,27th Apr 90,N/A,Role-Playing
2408,Gran Turismo 4 Prologue,PS2,Sony Computer Entertainment,N/A,N/A,N/A,1.40m,18th May 04,N/A,Racing
2409,Dragon Quest III: Soshite Densetsu e...,SNES,Enix,N/A,N/A,N/A,1.40m,06th Dec 96,N/A,Role-Playing
2410,Resident Evil - Code: Veronica X,PS2,Capcom,N/A,8.4,N/A,1.40m,21st Aug 01,N/A,Action
2411,Pokémon Rumble Blast,3DS,Nintendo,N/A,5.3,N/A,1.40m,24th Oct 11,N/A,Action
2412,Bravely Default: Flying Fairy,3DS,Nintendo,N/A,8.2,N/A,1.40m,07th Feb 14,05th Jan 18,Role-Playing
2413,Nioh 2,PS4,Sony Interactive Entertainment,N/A,N/A,N/A,1.40m,13th Mar 20,15th May 20,Action
2414,Frostpunk,PC,11 bit studios,N/A,N/A,N/A,1.40m,24th Apr 18,24th Apr 19,Strategy
2415,The Witcher 3: Complete Edition,NS,CD Projekt Red Studio,N/A,N/A,N/A,1.40m,15th Oct 19,11th Jun 19,Role-Playing
2416,1942,Series,Capcom,N/A,N/A,N/A,1.40m,01st Dec 84,04th Feb 20,Shooter
2417,Demon’s Souls,PS5,Sony Interactive Entertainment,N/A,N/A,N/A,1.40m,12th Nov 20,18th Sep 20,Action-Adventure
2418,Mega Man 11,All,Capcom,N/A,N/A,N/A,1.40m,02nd Oct 18,12th Oct 20,Platform
2419,DuckTales: Remastered,All,Capcom,N/A,N/A,N/A,1.40m,13th Aug 13,12th Oct 20,Platform
2420,Marvel vs. Capcom 2: New Age Of Heroes,All,Capcom,N/A,N/A,N/A,1.40m,29th Jun 00,12th Oct 20,Fighting
2421,Dead Rising 2: Off the Record,All,Capcom,N/A,N/A,N/A,1.40m,11th Oct 11,12th Oct 20,Action-Adventure
2422,Tom Clancy's Ghost Recon 2,All,Ubisoft,N/A,N/A,N/A,1.40m,16th Nov 04,02nd Nov 20,Shooter
2423,Darksiders II,All,THQ,N/A,N/A,N/A,1.40m,14th Aug 12,09th Jan 21,Action-Adventure
2424,Alone in the Dark: The New Nightmare,All,Infogrames,N/A,N/A,N/A,1.40m,18th May 01,21st Mar 21,Action-Adventure
2425,Puyo Puyo Tetris,All,Sega,N/A,N/A,N/A,1.40m,25th Apr 17,12th May 21,Puzzle
2426,Monster Hunter Stories 2: Wings of Ruin,All,Capcom,N/A,N/A,N/A,1.40m,09th Jul 21,20th Jul 21,Role-Playing
2427,Colin McRae Rally 3,PS2,Codemasters,N/A,N/A,N/A,N/A,22nd Apr 03,N/A,Racing
2428,Batman: Arkham Knight,PC,Warner Bros. Interactive Entertainment,N/A,N/A,N/A,1.40m,23rd Jun 15,04th Jan 18,Action
2429,No Man's Sky,PC,Hello Games,N/A,N/A,N/A,1.40m,01st Jan 16,04th Apr 18,Action-Adventure
2430,Madden NFL 2002,PS,EA Sports,N/A,N/A,N/A,N/A,13th Aug 01,N/A,Sports
2431,The Sims 4,PS4,Electronic Arts,N/A,N/A,N/A,N/A,17th Nov 17,29th Dec 17,Simulation
2432,Street Fighter V    Read the review,PS4,Capcom,N/A,N/A,N/A,N/A,16th Feb 16,08th Jan 18,Fighting
2433,Spintires,PC,Unknown,N/A,N/A,N/A,1.39m,12th Jun 14,N/A,Misc
2434,Toy Story 3: The Video Game,Wii,Disney Interactive Studios,N/A,N/A,N/A,N/A,15th Jun 10,N/A,Action
2435,Sonic Generations,X360,Sega,N/A,7.7,N/A,N/A,01st Nov 11,N/A,Platform
2436,NBA Jam,SNES,Acclaim Entertainment,N/A,N/A,N/A,N/A,01st Mar 94,N/A,Sports
2437,Ace Combat 6: Fires of Liberation,X360,Namco Bandai,N/A,8.1,N/A,1.39m,23rd Oct 07,N/A,Simulation
2438,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,Konami,N/A,N/A,N/A,N/A,01st Feb 92,N/A,Action
2439,Battlefield 4,PC,Electronic Arts,N/A,N/A,N/A,N/A,29th Oct 13,05th Jan 18,Shooter
2440,Assassin's Creed Odyssey,XOne,Ubisoft,N/A,N/A,N/A,N/A,05th Oct 18,17th Nov 18,Action-Adventure
2441,Hannah Montana: Spotlight World Tour,Wii,Disney Interactive Studios,N/A,N/A,N/A,N/A,06th Nov 07,N/A,Action
2442,Bakugan: Battle Brawlers,DS,Activision,N/A,6.4,N/A,N/A,20th Oct 09,N/A,Action
2443,The Room Three,All,Fireproof Games,N/A,N/A,N/A,1.38m,04th Nov 15,18th Dec 20,Puzzle
2444,Far Cry 2    Read the review,PS3,Ubisoft,7.5,8.4,N/A,N/A,21st Oct 08,N/A,Shooter
2445,True Crime: Streets of LA,XB,Activision,N/A,N/A,N/A,N/A,03rd Nov 03,N/A,Action
2446,Deus Ex: Human Revolution,X360,Square Enix,N/A,8.8,N/A,N/A,23rd Aug 11,N/A,Shooter
2447,The Sims 2,PSP,Electronic Arts,N/A,6.2,N/A,N/A,07th Dec 05,N/A,Simulation
2448,SoulCalibur V,All,Namco Bandai Games,N/A,N/A,N/A,1.38m,31st Jan 12,20th Nov 20,Fighting
2449,Rocket League,XOne,505 Games,N/A,8.0,N/A,N/A,05th Jul 16,04th Apr 18,Sports
2450,Castlevania: Lords of Shadow,All,Konami,N/A,N/A,N/A,1.38m,05th Oct 10,13th Nov 20,Action-Adventure
2451,Deus Ex: Human Revolution,PS3,Square Enix,N/A,8.8,N/A,N/A,23rd Aug 11,N/A,Shooter
2452,Duke Nukem: Time to Kill,PS,GT Interactive,N/A,N/A,N/A,N/A,30th Sep 98,N/A,Shooter
2453,The Elder Scrolls Online: Tamriel Unlimited,XOne,Bethesda Softworks,N/A,N/A,N/A,N/A,09th Jun 15,15th Sep 18,MMO
2454,Titanfall,X360,Electronic Arts,N/A,N/A,N/A,N/A,08th Apr 14,12th Jan 18,Shooter
2455,Dave Mirra Freestyle BMX 2,PS2,Acclaim Entertainment,N/A,N/A,N/A,N/A,27th Aug 01,N/A,Sports
2456,LittleBigPlanet PS Vita,PSV,Sony Computer Entertainment,N/A,N/A,N/A,N/A,25th Sep 12,06th Apr 18,Platform
2457,Titanfall 2,XOne,Electronic Arts,N/A,N/A,N/A,N/A,28th Oct 16,29th Jun 18,Shooter
2458,LEGO Indiana Jones: The Original Adventures,PS2,LucasArts,N/A,N/A,N/A,N/A,03rd Jun 08,N/A,Adventure
2459,Call of Duty: Black Ops,Wii,Activision,N/A,7.5,N/A,N/A,09th Nov 10,N/A,Shooter
2460,Crysis 2,X360,Electronic Arts,N/A,8.7,N/A,N/A,22nd Mar 11,N/A,Shooter
2461,A Collection of Activision Classic Games for the Atari 2600,PS,Activision,N/A,3.8,N/A,N/A,23rd Sep 98,N/A,Misc
2462,Dead Rising 2,PS3,Capcom,N/A,8.1,N/A,N/A,28th Sep 10,N/A,Action
2463,Paper Mario,N64,Nintendo,N/A,9.1,N/A,1.37m,05th Feb 01,N/A,Role-Playing
2464,Mario vs. Donkey Kong,GBA,Nintendo,N/A,N/A,N/A,1.37m,24th May 04,N/A,Puzzle
2465,Pocket Monsters Stadium,N64,Nintendo,N/A,N/A,N/A,1.37m,01st Aug 98,N/A,Strategy
2466,The Final Fantasy Legend,GB,Square,N/A,6.0,N/A,1.37m,01st Sep 90,N/A,Role-Playing
2467,Pokémon Pinball: Ruby & Sapphire (Old all region sales),GBA,Nintendo,N/A,N/A,N/A,1.37m,26th Aug 03,04th Sep 18,Misc
2468,Personal Trainer: Math,DS,Nintendo,N/A,N/A,N/A,1.37m,12th Jan 09,N/A,Puzzle
2469,Pokémon Mystery Dungeon: Gates to Infinity,3DS,Nintendo,N/A,5.9,N/A,1.37m,24th Mar 13,05th Jan 18,Role-Playing
2470,Final Fantasy II,All,Square,N/A,N/A,N/A,1.37m,17th Dec 88,19th Oct 20,Role-Playing
2471,Miitopia,NS,Nintendo,N/A,N/A,N/A,1.37m,21st May 21,18th Feb 21,Role-Playing
2472,Age of Mythology,PC,Microsoft Game Studios,N/A,8.8,N/A,1.37m,01st Nov 02,N/A,Strategy
2473,Star Wars Knights of the Old Republic II: The Sith Lords,XB,LucasArts,N/A,N/A,9.3,N/A,06th Dec 04,N/A,Role-Playing
2474,NBA 2K15,PS3,2K Sports,N/A,N/A,N/A,N/A,07th Oct 14,04th Jan 18,Sports
2475,Ridge Racer 7,PS3,Namco Bandai,N/A,N/A,N/A,N/A,13th Nov 06,N/A,Racing
2476,Need for Speed: The Run,X360,Electronic Arts,N/A,5.5,N/A,N/A,15th Nov 11,N/A,Racing
2477,LEGO Harry Potter: Years 1-4,PS3,Warner Bros. Interactive,N/A,7.9,N/A,N/A,29th Jun 10,01st Dec 18,Adventure
2478,GoldenEye 007,Wii,Activision,N/A,8.0,N/A,N/A,02nd Nov 10,N/A,Shooter
2479,Tom Clancy's Ghost Recon 2,XB,Ubisoft,N/A,N/A,N/A,N/A,16th Nov 04,N/A,Shooter
2480,Crash Bandicoot 2: N-Tranced,GBA,Vivendi Games,N/A,7.5,N/A,N/A,07th Jan 03,N/A,Platform
2481,Wolfenstein II: The New Colossus    Read the review,PS4,Bethesda Softworks,N/A,9.0,N/A,N/A,27th Oct 17,10th May 18,Shooter
